,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
833,Allergy,continuous sneezing,shivering,watering from eyes,,,
834,Allergy,continuous sneezing,shivering,chills,,,
835,Allergy,shivering,chills,watering from eyes,,,
3732,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
837,Allergy,continuous sneezing,shivering,watering from eyes,,,
831,Allergy,shivering,chills,watering from eyes,,,
839,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4880,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4798,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
836,Allergy,continuous sneezing,chills,watering from eyes,,,
838,Allergy,continuous sneezing,shivering,chills,,,
3240,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4142,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
429,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2062,Allergy,continuous sneezing,chills,watering from eyes,,,
2063,Allergy,continuous sneezing,shivering,watering from eyes,,,
4388,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2065,Allergy,shivering,chills,watering from eyes,,,
2066,Allergy,continuous sneezing,chills,watering from eyes,,,
3117,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2067,Allergy,continuous sneezing,shivering,watering from eyes,,,
2068,Allergy,continuous sneezing,shivering,chills,,,
4060,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3814,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2069,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2543,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4265,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3650,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
830,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3527,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2789,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3281,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1242,Allergy,continuous sneezing,chills,watering from eyes,,,
1241,Allergy,shivering,chills,watering from eyes,,,
1240,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4839,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3486,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1657,Allergy,continuous sneezing,shivering,watering from eyes,,,
1243,Allergy,continuous sneezing,shivering,watering from eyes,,,
2502,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3691,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4470,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3322,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4429,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3199,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4306,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2461,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2871,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1244,Allergy,continuous sneezing,shivering,chills,,,
4675,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4101,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4634,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3855,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3404,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3035,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3158,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4347,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
428,Allergy,continuous sneezing,shivering,chills,,,
3773,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1249,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1248,Allergy,continuous sneezing,shivering,chills,,,
1247,Allergy,continuous sneezing,shivering,watering from eyes,,,
1246,Allergy,continuous sneezing,chills,watering from eyes,,,
1245,Allergy,shivering,chills,watering from eyes,,,
2830,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
427,Allergy,continuous sneezing,shivering,watering from eyes,,,
2064,Allergy,continuous sneezing,shivering,chills,,,
425,Allergy,shivering,chills,watering from eyes,,,
3937,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1658,Allergy,continuous sneezing,shivering,chills,,,
1650,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
426,Allergy,continuous sneezing,chills,watering from eyes,,,
3609,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2994,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
19,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1652,Allergy,continuous sneezing,chills,watering from eyes,,,
4757,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
18,Allergy,continuous sneezing,shivering,chills,,,
3978,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1653,Allergy,continuous sneezing,shivering,watering from eyes,,,
17,Allergy,continuous sneezing,shivering,watering from eyes,,,
16,Allergy,continuous sneezing,chills,watering from eyes,,,
3568,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4183,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
15,Allergy,shivering,chills,watering from eyes,,,
1654,Allergy,continuous sneezing,shivering,chills,,,
4593,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
14,Allergy,continuous sneezing,shivering,chills,,,
3445,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1655,Allergy,shivering,chills,watering from eyes,,,
13,Allergy,continuous sneezing,shivering,watering from eyes,,,
2953,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
12,Allergy,continuous sneezing,chills,watering from eyes,,,
11,Allergy,shivering,chills,watering from eyes,,,
10,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2666,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1656,Allergy,continuous sneezing,chills,watering from eyes,,,
4019,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2625,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1659,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
1651,Allergy,shivering,chills,watering from eyes,,,
4224,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3896,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4511,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
3363,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4552,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2584,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2748,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2060,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2061,Allergy,shivering,chills,watering from eyes,,,
420,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
421,Allergy,shivering,chills,watering from eyes,,,
422,Allergy,continuous sneezing,chills,watering from eyes,,,
3076,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
423,Allergy,continuous sneezing,shivering,watering from eyes,,,
424,Allergy,continuous sneezing,shivering,chills,,,
2707,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
4716,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
2912,Allergy,continuous sneezing,shivering,chills,watering from eyes,,
765,Arthritis,muscle weakness,stiff neck,swelling joints,painful walking,,
2407,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,,
2408,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2659,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
4422,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
4586,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2406,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2409,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2405,Arthritis,muscle weakness,stiff neck,swelling joints,painful walking,,
4668,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2404,Arthritis,muscle weakness,stiff neck,movement stiffness,painful walking,,
2403,Arthritis,muscle weakness,swelling joints,movement stiffness,painful walking,,
2402,Arthritis,stiff neck,swelling joints,movement stiffness,painful walking,,
2401,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2400,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3766,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
4873,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3520,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3602,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3110,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
4463,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
764,Arthritis,muscle weakness,stiff neck,movement stiffness,painful walking,,
2700,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
4627,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2782,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
763,Arthritis,muscle weakness,swelling joints,movement stiffness,painful walking,,
766,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
4504,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
762,Arthritis,stiff neck,swelling joints,movement stiffness,painful walking,,
761,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3397,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
760,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
767,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,,
3151,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3725,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
4832,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
768,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2618,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
769,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3561,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2577,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2536,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
4545,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3643,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2495,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3684,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2741,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
4053,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3356,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3069,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
4381,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3438,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
2823,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
1999,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
3930,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
1580,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
1581,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
1582,Arthritis,stiff neck,swelling joints,movement stiffness,painful walking,,
1583,Arthritis,muscle weakness,swelling joints,movement stiffness,painful walking,,
1584,Arthritis,muscle weakness,stiff neck,movement stiffness,painful walking,,
1585,Arthritis,muscle weakness,stiff neck,swelling joints,painful walking,,
1586,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
1587,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,,
4217,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
1588,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
1589,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,
